,state,region,lat,lon,area_m2,price_brl
2208,Rio Grande do Sul,South,-30.032043,-51.178146,132,1332665.85
2209,Rio Grande do Sul,South,-29.6989123,-53.8108125,135,686524.82
2210,Rio Grande do Sul,South,-30.088015,-51.237003,224,751138.91
2211,Rio Grande do Sul,South,-29.33136,-49.803558,128,614647
2212,Rio Grande do Sul,South,-30.024878,-51.204952,144,656236.96
2213,Rio Grande do Sul,South,-30.048101,-51.171612,70,510727.94
2214,Rio Grande do Sul,South,-29.791277,-51.1507,154,666332.92
2215,Rio Grande do Sul,South,-30.046034,-51.141762,69,353358.36
2216,Rio Grande do Sul,South,-30.1573519,-51.2148193,,302878.6
2217,Rio Grande do Sul,South,-30.031038,-51.217381,163,628820.41
2218,Rio Grande do Sul,South,-30.018183,-51.155926,62,269494.46
2219,Rio Grande do Sul,South,-29.33136,-49.803558,,454317.88
2220,Rio Grande do Sul,South,-30.015261,-51.165073,66,502778.46
2221,Rio Grande do Sul,South,-30.014015,-51.175533,113,928258.73
2222,Rio Grande do Sul,South,-30.039728,-51.18372,,858156.04
2223,Rio Grande do Sul,South,-29.6868349,-53.7978417,154,630214.65
2224,Rio Grande do Sul,South,-30.055977,-51.208221,122,353358.36
2225,Rio Grande do Sul,South,-29.6846885,-53.8008027,144,479101.27
2226,Rio Grande do Sul,South,-30.067726,-51.217381,78,403838.12
2227,Rio Grande do Sul,South,-29.9384006,-50.9971324,89,436308.74
2228,Rio Grande do Sul,South,-30.049839,-51.218689,59,252398.8
2229,Rio Grande do Sul,South,-30.1194098,-51.2050223,120,331147.25
2230,Rio Grande do Sul,South,-30.032711,-51.211208,109,393742.15
2231,Rio Grande do Sul,South,-29.68234408,-53.8153135,75,259513.19
2232,Rio Grande do Sul,South,-30.029264,-51.191223,117,1167809.37
2233,Rio Grande do Sul,South,-30.060946,-51.166382,67,398790.15
2234,Rio Grande do Sul,South,-30.039816,-51.223164,66,585565.3
2235,Rio Grande do Sul,South,-30.046354,-51.191242,84,772340.41
2236,Rio Grande do Sul,South,-30.049608,-51.219788,68,343262.39
2237,Rio Grande do Sul,South,-30.024763,-51.203827,92,1097940.43
2238,Rio Grande do Sul,South,-30.068159,-51.229153,99,573923.39
2239,Rio Grande do Sul,South,-31.75828,-52.2335011,200,646140.99
2240,Rio Grande do Sul,South,-30.1146439,-51.1033842,208,748595.73
2241,Rio Grande do Sul,South,-30.031038,-51.217381,160,648782.97
2242,Rio Grande do Sul,South,-29.16462436,-51.51443906,97,312974.53
2243,Rio Grande do Sul,South,-30.03219,-51.223434,85,289457.01
2244,Rio Grande do Sul,South,-30.106512,-51.121956,99,464413.85
2245,Rio Grande do Sul,South,-30.034618,-51.19479,180,788520.85
2246,Rio Grande do Sul,South,-29.7800422,-51.1499071,124,483596.17
2247,Rio Grande do Sul,South,-30.11075,-51.244957,202,716669.83
2248,Rio Grande do Sul,South,-30.021929,-51.191223,135,1161034.64
2249,Rio Grande do Sul,South,-30.045994,-51.18853,109,748595.73
2250,Rio Grande do Sul,South,-30.01619,-51.192261,158,1161034.64
2251,Rio Grande do Sul,South,-30.104843,-51.248154,53,318022.53
2252,Rio Grande do Sul,South,-30.049339,-51.199142,64,394324.71
2253,Rio Grande do Sul,South,-29.975916,-51.193546,66,333558.16
2254,Rio Grande do Sul,South,-30.032043,-51.178146,83,1187771.93
2255,Rio Grande do Sul,South,-30.042265,-51.186066,70,268552.34
2256,Rio Grande do Sul,South,-30.032068,-51.220879,212,1171130.6
2257,Rio Grande do Sul,South,-30.031038,-51.217381,156,678726.79
2258,Rio Grande do Sul,South,-30.014015,-51.175533,76,353358.36
2259,Rio Grande do Sul,South,-30.046061,-51.225681,85,452298.7
2260,Rio Grande do Sul,South,-30.041092,-51.221848,62,449157.45
2261,Rio Grande do Sul,South,-30.098661,-51.245811,251,454317.88
2262,Rio Grande do Sul,South,-30.050106,-51.189552,60,568932.77
2263,Rio Grande do Sul,South,-29.70682,-53.8195954,65,253524.42
2264,Rio Grande do Sul,South,-30.035332,-51.135017,126,535085.5
2265,Rio Grande do Sul,South,-29.923746,-50.983643,,798502.15
2266,Rio Grande do Sul,South,-30.104361,-51.252487,66,348310.39
2267,Rio Grande do Sul,South,-30.032043,-51.178146,142,898539.83
2268,Rio Grande do Sul,South,-29.8250707,-53.3868279,,279475.72
2269,Rio Grande do Sul,South,-30.027737,-51.188541,155,1615352.55
2270,Rio Grande do Sul,South,-30.156887,-51.212734,128,383646.22
2271,Rio Grande do Sul,South,-30.1369027,-51.2275698,187,515033.87
2272,Rio Grande do Sul,South,-30.03809,-51.20953,,323070.49
2273,Rio Grande do Sul,South,-30.043289,-51.169853,72,636045.06
2274,Rio Grande do Sul,South,-30.042816,-51.2286,57,249531.9
2275,Rio Grande do Sul,South,-30.015261,-51.165073,116,424030.02
2276,Rio Grande do Sul,South,-30.022793,-51.144161,202,788520.85
2277,Rio Grande do Sul,South,-30.05175,-51.182068,74,424204.24
2278,Rio Grande do Sul,South,-30.032711,-51.211208,111,656236.96
2279,Rio Grande do Sul,South,-30.01787,-51.202599,87,499063.83
2280,Rio Grande do Sul,South,-30.031836,-51.193539,54,495231.01
2281,Rio Grande do Sul,South,-30.158951,-51.216072,120,451153.7
2282,Rio Grande do Sul,South,-30.051098,-51.216896,84,799115
2283,Rio Grande do Sul,South,-30.03764,-51.189133,104,726908.65
2284,Rio Grande do Sul,South,-30.004568,-51.16246,70,370305.34
2285,Rio Grande do Sul,South,-30.032043,-51.178146,147,1362953.71
2286,Rio Grande do Sul,South,-29.70227192,-53.71689959,110,429194.89
2287,Rio Grande do Sul,South,-30.161716,-51.202991,154,503788.07
2288,Rio Grande do Sul,South,-29.815346,-50.070118,,515903.21
2289,Rio Grande do Sul,South,-30.06321,-51.156021,70,399251.07
2290,Rio Grande do Sul,South,-29.452148,-52.010948,138,390953.68
2291,Rio Grande do Sul,South,-30.036165,-51.189587,,898314.91
2292,Rio Grande do Sul,South,-30.045778,-51.171303,62,427566.93
2293,Rio Grande do Sul,South,-30.042265,-51.186066,249,1487210.24
2294,Rio Grande do Sul,South,-30.060946,-51.166382,71,383646.22
2295,Rio Grande do Sul,South,-30.0418063,-51.2204416,150,499063.83
2296,Rio Grande do Sul,South,-30.175102,-51.388973,250,687709.97
2297,Rio Grande do Sul,South,-29.99622,-51.135017,83,332156.85
2298,Rio Grande do Sul,South,-30.024027,-51.179874,171,858156.04
2299,Rio Grande do Sul,South,-30.048243,-51.205936,122,417972.44
2300,Rio Grande do Sul,South,-29.145527,-51.213455,75,284466.37
2301,Rio Grande do Sul,South,-30.1659132,-51.1996821,65,317404.59
2302,Rio Grande do Sul,South,-30.026278,-51.221321,,300859.38
2303,Rio Grande do Sul,South,-29.6826984,-53.8133251,72,302878.6
2304,Rio Grande do Sul,South,-29.7004535,-53.8140913,,263756.77
2305,Rio Grande do Sul,South,-30.104361,-51.252487,101,583904.68
2306,Rio Grande do Sul,South,-29.400955,-50.908092,155,1533575.32
2307,Rio Grande do Sul,South,-30.053726,-51.201077,81,449157.45
2308,Rio Grande do Sul,South,-30.02816,-51.185524,103,686524.82
2309,Rio Grande do Sul,South,-30.057297,-51.155926,,389269.77
2310,Rio Grande do Sul,South,-30.071451,-51.206734,69,312974.53
2311,Rio Grande do Sul,South,-30.083546,-51.211407,,568932.77
2312,Rio Grande do Sul,South,-30.05175,-51.182068,70,439982.65
2313,Rio Grande do Sul,South,-30.043938,-51.191223,56,489082.54
2314,Rio Grande do Sul,South,-30.045439,-51.203999,72,509045.09
2315,Rio Grande do Sul,South,-30.105619,-51.242771,71,554546.49
2316,Rio Grande do Sul,South,-29.7570195,-51.14646435,72,257446.8
2317,Rio Grande do Sul,South,-30.004568,-51.16246,91,798502.15
2318,Rio Grande do Sul,South,-30.034723,-51.232834,106,454317.88
2319,Rio Grande do Sul,South,-30.019714,-51.167526,111,928569.15
2320,Rio Grande do Sul,South,-30.014015,-51.175533,113,928258.73
2321,Rio Grande do Sul,South,-30.031719,-51.207718,,591622.87
2322,Rio Grande do Sul,South,-30.019569,-51.149391,67,449157.45
2323,Rio Grande do Sul,South,-29.6882942,-53.78992843,77,319400.84
2324,Rio Grande do Sul,South,-30.0160901,-51.1500975,,593885.94
2325,Rio Grande do Sul,South,-29.3413844,-49.7413205,135,269494.46
2326,Rio Grande do Sul,South,-29.400955,-50.908092,,526989.56
2327,Rio Grande do Sul,South,-30.023874,-51.133713,101,591622.87
2328,Rio Grande do Sul,South,-30.030588,-51.138939,84,338214.43
2329,Rio Grande do Sul,South,-30.030844,-51.234386,,538988.95
2330,Rio Grande do Sul,South,-29.6677229,-53.8081098,215,907626.19
2331,Rio Grande do Sul,South,-30.014015,-51.175533,72,351340.94
2332,Rio Grande do Sul,South,-30.185879,-51.153313,195,972623.37
2333,Rio Grande do Sul,South,-29.7063704,-53.7222111,120,657579.73
2334,Rio Grande do Sul,South,-30.1379485,-51.2261541,217,648782.97
2335,Rio Grande do Sul,South,-30.005852,-51.1311,,381864.66
2336,Rio Grande do Sul,South,-29.3314525,-49.7247705,216,1413433.48
2337,Rio Grande do Sul,South,-30.060946,-51.166382,70,479557.78
2338,Rio Grande do Sul,South,-30.046034,-51.141762,,343262.39
2339,Rio Grande do Sul,South,-29.9184879,-51.1897047,111,502778.46
2340,Rio Grande do Sul,South,-29.6897817,-53.8084522,71,318022.53
2341,Rio Grande do Sul,South,-30.049339,-51.199142,59,418982.05
2342,Rio Grande do Sul,South,-29.76737625,-51.12874031,69,308936.17
2343,Rio Grande do Sul,South,-29.7712811,-51.1269374,,395761.37
2344,Rio Grande do Sul,South,-30.014015,-51.175533,128,748595.73
2345,Rio Grande do Sul,South,-29.7050721,-53.8160066,,262494.77
2346,Rio Grande do Sul,South,-30.056608,-51.167461,59,454317.88
2347,Rio Grande do Sul,South,-29.6983669,-53.7183913,151,605757.2
2348,Rio Grande do Sul,South,-29.924559,-51.182068,79,353358.36
2349,Rio Grande do Sul,South,-29.9032083,-51.1725575,,504797.64
2350,Rio Grande do Sul,South,-30.049339,-51.199142,73,632511.47
2351,Rio Grande do Sul,South,-30.023874,-51.133713,182,969211.52
2352,Rio Grande do Sul,South,-30.046341,-51.198322,198,898314.91
2353,Rio Grande do Sul,South,-30.046061,-51.225681,60,323070.49
2354,Rio Grande do Sul,South,-30.021929,-51.191223,71,494701.71
2355,Rio Grande do Sul,South,-30.071451,-51.206734,126,593885.94
2356,Rio Grande do Sul,South,-30.046034,-51.141762,69,323070.49
2357,Rio Grande do Sul,South,-30.8451215,-51.7905778,150,319400.84
2358,Rio Grande do Sul,South,-29.927069,-51.161156,,398790.15
2359,Rio Grande do Sul,South,-30.0213285,-51.1400958,109,615865.73
2360,Rio Grande do Sul,South,-30.020874,-51.171539,119,943971.63
2361,Rio Grande do Sul,South,-30.021929,-51.191223,133,757196.48
2362,Rio Grande do Sul,South,-30.104027,-51.230244,55,339363.39
2363,Rio Grande do Sul,South,-30.068159,-51.229153,100,1049979.15
2364,Rio Grande do Sul,South,-30.012959,-51.192722,92,793511.5
2365,Rio Grande do Sul,South,-29.7157715,-52.4304456,114,428068.41
2366,Rio Grande do Sul,South,-30.088015,-51.237003,60,323070.49
2367,Rio Grande do Sul,South,-30.031979,-51.233303,,355377.54
2368,Rio Grande do Sul,South,-29.6959528,-53.8023723,180,1514393
2369,Rio Grande do Sul,South,-30.090792,-51.223923,60,259513.19
2370,Rio Grande do Sul,South,-30.041342,-51.209351,73,294447.66
2371,Rio Grande do Sul,South,-30.034723,-51.232834,84,378598.22
2372,Rio Grande do Sul,South,-30.015261,-51.165073,68,479557.78
2373,Rio Grande do Sul,South,-30.023415,-51.20953,65,371303.49
2374,Rio Grande do Sul,South,-30.158951,-51.216072,131,392732.58
2375,Rio Grande do Sul,South,-30.036165,-51.189587,91,737616.35
2376,Rio Grande do Sul,South,-30.014015,-51.175533,92,419213.6
2377,Rio Grande do Sul,South,-30.128674,-51.234386,221,762244.48
2378,Rio Grande do Sul,South,-30.004559,-51.159519,108,863336.52
2379,Rio Grande do Sul,South,-30.128674,-51.234386,220,705407.88
2380,Rio Grande do Sul,South,-30.064659,-51.192642,68,312974.53
2381,Rio Grande do Sul,South,-29.9369437,-51.0782078,,309319.74
2382,Rio Grande do Sul,South,-30.16184,-51.220161,86,323070.49
2383,Rio Grande do Sul,South,-29.6831675,-53.8159062,79,316406.47
2384,Rio Grande do Sul,South,-30.038013,-51.162582,90,608993.6
2385,Rio Grande do Sul,South,-30.030367,-51.162155,180,898314.91
2386,Rio Grande do Sul,South,-30.185879,-51.153313,94,269561.95
2387,Rio Grande do Sul,South,-30.049839,-51.218689,114,817772.21
2388,Rio Grande do Sul,South,-30.152109,-51.221676,68,332156.85
2389,Rio Grande do Sul,South,-30.147755,-51.211281,,748595.73
2390,Rio Grande do Sul,South,-30.036882,-51.200722,66,595661.23
2391,Rio Grande do Sul,South,-30.040722,-51.21077,108,353358.36
2392,Rio Grande do Sul,South,-29.985676,-51.126755,168,519026.39
2393,Rio Grande do Sul,South,-30.036165,-51.189587,,1660654.9
2394,Rio Grande do Sul,South,-30.134493,-51.187645,97,252398.8
2395,Rio Grande do Sul,South,-29.6717978,-53.8098547,120,292782.63
2396,Rio Grande do Sul,South,-30.1594019,-51.1984328,215,509045.09
2397,Rio Grande do Sul,South,-29.927069,-51.161156,131,642102.63
2398,Rio Grande do Sul,South,-30.005852,-51.1311,66,267542.73
2399,Rio Grande do Sul,South,-29.6965406,-53.7993096,83,292782.63
2400,Rio Grande do Sul,South,-29.6850744,-53.7955275,70,290615.04
2401,Rio Grande do Sul,South,-30.02816,-51.185524,84,429194.89
2402,Rio Grande do Sul,South,-30.088015,-51.237003,74,343262.39
2403,Rio Grande do Sul,South,-30.043938,-51.191223,69,590613.26
2404,Rio Grande do Sul,South,-30.051926,-51.196819,53,401319.19
2405,Rio Grande do Sul,South,-30.1515933,-51.1656982,67,252398.8
2406,Rio Grande do Sul,South,-29.7050721,-53.8160066,,282686.67
2407,Rio Grande do Sul,South,-30.034859,-51.144165,73,430339.99
2408,Rio Grande do Sul,South,-30.051432,-51.171635,142,948221.29
2409,Rio Grande do Sul,South,-30.060946,-51.166382,66,424030.02
2410,Rio Grande do Sul,South,-30.100948,-51.260265,189,1196755.07
2411,Rio Grande do Sul,South,-29.997314,-51.120647,124,406664.98
2412,Rio Grande do Sul,South,-30.032858,-51.207561,69,574921.54
2413,Rio Grande do Sul,South,-30.131111,-51.220833,162,424030.02
2414,Rio Grande do Sul,South,-30.043938,-51.191223,67,685955.44
2415,Rio Grande do Sul,South,-29.400955,-50.908092,54,503181.29
2416,Rio Grande do Sul,South,-30.1594121,-51.1876979,199,614288.44
2417,Rio Grande do Sul,South,-30.05175,-51.182068,78,542041.21
2418,Rio Grande do Sul,South,-30.0795891,-51.0298945,200,249531.9
2419,Rio Grande do Sul,South,-30.039728,-51.18372,178,979307.46
2420,Rio Grande do Sul,South,-30.093275,-51.202991,65,282686.67
2421,Rio Grande do Sul,South,-30.104027,-51.230244,,479557.78
2422,Rio Grande do Sul,South,-30.03949,-51.189323,70,403838.12
2423,Rio Grande do Sul,South,-30.032684,-51.198807,86,644121.81
2424,Rio Grande do Sul,South,-30.031038,-51.217381,75,292782.63
2425,Rio Grande do Sul,South,-30.020874,-51.171539,103,638064.24
2426,Rio Grande do Sul,South,-30.090792,-51.223923,110,353358.36
2427,Rio Grande do Sul,South,-29.7632112,-51.1274679,150,402828.51
2428,Rio Grande do Sul,South,-29.6873064,-53.8154769,148,262494.77
2429,Rio Grande do Sul,South,-29.942818,-50.992767,160,1197753.22
2430,Rio Grande do Sul,South,-30.1530066,-51.1617916,62,277638.7
2431,Rio Grande do Sul,South,-30.019091,-51.1663542,101,757010.74
2432,Rio Grande do Sul,South,-29.6873064,-53.8154769,140,403838.12
2433,Rio Grande do Sul,South,-30.039631,-51.119343,97,434125.98
2434,Rio Grande do Sul,South,-29.4681192,-51.9655471,100,469128.65
2435,Rio Grande do Sul,South,-29.6901511,-53.8350076,140,757196.48
2436,Rio Grande do Sul,South,-29.99622,-51.135017,67,247350.84
2437,Rio Grande do Sul,South,-30.032043,-51.178146,238,1362953.71
2438,Rio Grande do Sul,South,-29.7098528,-53.7280093,90,353358.36
2439,Rio Grande do Sul,South,-30.161716,-51.202991,149,515549.83
2440,Rio Grande do Sul,South,-30.039001,-51.18441,102,726908.65
2441,Rio Grande do Sul,South,-30.1446118,-51.2127015,168,538988.95
2442,Rio Grande do Sul,South,-29.7098528,-53.7280093,90,306723.12
2443,Rio Grande do Sul,South,-30.048243,-51.205936,69,469120.01
2444,Rio Grande do Sul,South,-29.7150993,-53.808362,88,262494.77
2445,Rio Grande do Sul,South,-29.9356,-51.171612,59,333166.46
2446,Rio Grande do Sul,South,-30.024878,-51.204952,245,1004547.35
2447,Rio Grande do Sul,South,-30.023415,-51.20953,58,300859.38
2448,Rio Grande do Sul,South,-30.005852,-51.1311,,403515.06
2449,Rio Grande do Sul,South,-30.024878,-51.204952,131,989403.42
2450,Rio Grande do Sul,South,-30.050968,-51.202202,73,498065.71
2451,Rio Grande do Sul,South,-29.16464376,-51.5188541,133,469461.81
2452,Rio Grande do Sul,South,-30.046061,-51.225681,67,298440.15
2453,Rio Grande do Sul,South,-29.6929519,-53.7979616,,281704.34
2454,Rio Grande do Sul,South,-29.691094,-53.7931105,81,333166.46
2455,Rio Grande do Sul,South,-30.0051875,-51.1876947,79,389269.77
2456,Rio Grande do Sul,South,-30.029697,-51.202991,,322060.89
2457,Rio Grande do Sul,South,-30.105103,-51.246517,182,605757.2
2458,Rio Grande do Sul,South,-30.008717,-51.150658,104,548970.21
2459,Rio Grande do Sul,South,-30.005852,-51.1311,58,333166.46
2460,Rio Grande do Sul,South,-30.024218,-51.108894,,474509.81
2461,Rio Grande do Sul,South,-30.015366,-51.193504,78,279475.72
2462,Rio Grande do Sul,South,-30.030844,-51.234386,57,383646.22
2463,Rio Grande do Sul,South,-30.11273,-51.243073,108,615853.13
2464,Rio Grande do Sul,South,-30.0289739,-51.1994458,88,928827.7
2465,Rio Grande do Sul,South,-29.79746026,-55.80309911,220,292782.63
2466,Rio Grande do Sul,South,-29.7070806,-53.7360407,160,848408.53
2467,Rio Grande do Sul,South,-30.038944,-51.218224,72,555277.43
2468,Rio Grande do Sul,South,-30.040365,-51.210339,115,656236.96
2469,Rio Grande do Sul,South,-30.042011,-51.210697,94,530037.54
2470,Rio Grande do Sul,South,-30.024878,-51.204952,233,1585064.69
2471,Rio Grande do Sul,South,-30.021349,-51.181271,104,1217715.75
2472,Rio Grande do Sul,South,-30.128674,-51.234386,203,1097940.43
2473,Rio Grande do Sul,South,-30.040138,-51.219105,85,434125.98
2474,Rio Grande do Sul,South,-30.0108361,-51.1347124,237,1347472.36
2475,Rio Grande do Sul,South,-30.05175,-51.182068,,413934.08
2476,Rio Grande do Sul,South,-30.05175,-51.182068,78,675111.58
2477,Rio Grande do Sul,South,-29.6950054,-53.8051129,104,620901.13
2478,Rio Grande do Sul,South,-29.6972612,-53.8042034,,255520.67
2479,Rio Grande do Sul,South,-30.033369,-51.159775,135,888333.61
2480,Rio Grande do Sul,South,-30.034723,-51.232834,98,279475.72
2481,Rio Grande do Sul,South,-30.067726,-51.217381,81,323070.49
2482,Rio Grande do Sul,South,-30.036428,-51.132446,135,535085.5
2483,Rio Grande do Sul,South,-30.120537,-51.225018,96,464413.85
2484,Rio Grande do Sul,South,-30.042011,-51.210697,165,848408.53
2485,Rio Grande do Sul,South,-30.023117,-51.216625,,292782.63
2486,Rio Grande do Sul,South,-30.03689,-51.199066,63,269494.46
2487,Rio Grande do Sul,South,-30.15354,-51.216373,229,698689.35
2488,Rio Grande do Sul,South,-29.6882998,-53.7902195,,323070.49
2489,Rio Grande do Sul,South,-30.056164,-51.191223,64,454317.88
2490,Rio Grande do Sul,South,-29.6999625,-53.8068811,101,444166.8
2491,Rio Grande do Sul,South,-30.161716,-51.202991,132,268396.5
2492,Rio Grande do Sul,South,-29.6844602,-53.8117889,133,499749.67
2493,Rio Grande do Sul,South,-30.070068,-51.192532,139,638801.71
2494,Rio Grande do Sul,South,-30.185879,-51.153313,137,424030.02
2495,Rio Grande do Sul,South,-30.033369,-51.159775,198,1110554.87
2496,Rio Grande do Sul,South,-29.701227,-53.758663,,242302.87
2497,Rio Grande do Sul,South,-29.973013,-51.124569,71,453308.31
2498,Rio Grande do Sul,South,-30.060022,-51.167828,59,429078.02
2499,Rio Grande do Sul,South,-30.009829,-51.164036,58,272590.73
2500,Rio Grande do Sul,South,-30.043938,-51.191223,106,1097940.43
2501,Rio Grande do Sul,South,-30.104027,-51.230244,68,343868.14
2502,Rio Grande do Sul,South,-30.024027,-51.179874,78,494701.71
2503,Rio Grande do Sul,South,-30.0100611,-51.1724037,90,343262.39
2504,Rio Grande do Sul,South,-30.034859,-51.144165,92,641093.03
2505,Rio Grande do Sul,South,-29.960831,-51.103672,80,394060.8
2506,Rio Grande do Sul,South,-30.056608,-51.167461,61,339363.39
2507,Rio Grande do Sul,South,-29.6721655,-53.803341,143,399251.07
2508,Rio Grande do Sul,South,-30.035332,-51.135017,74,434125.98
2509,Rio Grande do Sul,South,-29.7189296,-52.5156969,100,256841.05
2510,Rio Grande do Sul,South,-29.686794,-53.809334,77,319400.84
2511,Rio Grande do Sul,South,-29.953974,-51.094528,56,256437.19
2512,Rio Grande do Sul,South,-30.090792,-51.223923,62,323070.49
2513,Rio Grande do Sul,South,-30.031361,-51.15786,89,688708.09
2514,Rio Grande do Sul,South,-30.005545,-51.196064,171,678726.79
2515,Rio Grande do Sul,South,-30.014015,-51.175533,81,696124.04
2516,Rio Grande do Sul,South,-30.023874,-51.133713,130,749119.73
2517,Rio Grande do Sul,South,-30.005325,-51.199802,75,249531.9
2518,Rio Grande do Sul,South,-30.0397938,-51.1451489,70,323070.49
2519,Rio Grande do Sul,South,-29.7699432,-51.1372116,72,302878.6
2520,Rio Grande do Sul,South,-29.7020377,-53.8064957,,454317.88
2521,Rio Grande do Sul,South,-30.019569,-51.149391,68,322060.89
2522,Rio Grande do Sul,South,-30.031038,-51.217381,78,648782.97
2523,Rio Grande do Sul,South,-30.029697,-51.202991,,624363.04
2524,Rio Grande do Sul,South,-30.03437099,-51.20504626,68,319400.84
2525,Rio Grande do Sul,South,-29.6918133,-53.8116896,124,499063.83
2526,Rio Grande do Sul,South,-29.6897281,-53.8190743,128,476106.9
2527,Rio Grande do Sul,South,-30.024878,-51.204952,232,1585064.69
2528,Rio Grande do Sul,South,-29.33136,-49.803558,,798502.15
2529,Rio Grande do Sul,South,-30.039631,-51.119343,112,344186.56
2530,Rio Grande do Sul,South,-29.9994686,-51.2235967,188,1387397.48
2531,Rio Grande do Sul,South,-30.032043,-51.178146,120,1474234.58
2532,Rio Grande do Sul,South,-29.6885662,-53.8086693,91,279475.72
2533,Rio Grande do Sul,South,-29.6913004,-53.8088699,110,264503.81
2534,Rio Grande do Sul,South,-30.043938,-51.191223,57,479557.78
2535,Rio Grande do Sul,South,-30.019247,-51.195488,,948221.29
2536,Rio Grande do Sul,South,-30.0067526,-51.2025158,112,296443.91
2537,Rio Grande do Sul,South,-29.663378,-49.998238,71,296821.02
2538,Rio Grande do Sul,South,-30.0575825,-51.2258267,158,798502.15
2539,Rio Grande do Sul,South,-29.69837975,-53.8101237,132,686524.82
2540,Rio Grande do Sul,South,-30.021929,-51.191223,96,748595.73
2541,Rio Grande do Sul,South,-29.6897817,-53.8084522,71,312974.53
2542,Rio Grande do Sul,South,-29.33136,-49.803558,118,504797.64
2543,Rio Grande do Sul,South,-29.70754284,-53.72914634,132,479557.78
2544,Rio Grande do Sul,South,-30.078278,-51.198933,240,548970.21
2545,Rio Grande do Sul,South,-30.023867,-50.245049,121,591622.87
2546,Rio Grande do Sul,South,-30.003588,-51.144939,236,733623.82
2547,Rio Grande do Sul,South,-30.014015,-51.175533,129,489082.54
2548,Rio Grande do Sul,South,-29.7063704,-53.7222111,83,452310.82
2549,Rio Grande do Sul,South,-30.1594121,-51.1876979,88,277638.7
2550,Rio Grande do Sul,South,-29.695654,-53.811928,121,649781.1
2551,Rio Grande do Sul,South,-29.692025,-53.809528,224,787484.34
2552,Rio Grande do Sul,South,-30.004559,-51.159519,67,318022.53
2553,Rio Grande do Sul,South,-30.110956,-51.253216,95,698326.98
2554,Rio Grande do Sul,South,-30.015261,-51.165073,82,479101.27
2555,Rio Grande do Sul,South,-29.6977831,-53.8034953,,285715.45
2556,Rio Grande do Sul,South,-29.6984894,-53.715833,153,698689.35
2557,Rio Grande do Sul,South,-30.005852,-51.1311,70,402828.51
2558,Rio Grande do Sul,South,-29.70335775,-53.80162703,71,338214.43
2559,Rio Grande do Sul,South,-30.024027,-51.179874,70,389269.77
2560,Rio Grande do Sul,South,-30.104361,-51.252487,,553960.86
2561,Rio Grande do Sul,South,-30.021929,-51.191223,177,948221.29
2562,Rio Grande do Sul,South,-30.088015,-51.237003,75,333166.46
2563,Rio Grande do Sul,South,-30.043938,-51.191223,104,309419.57
2564,Rio Grande do Sul,South,-30.019569,-51.149391,145,1605256.59
2565,Rio Grande do Sul,South,-30.001493,-51.150265,,333166.46
2566,Rio Grande do Sul,South,-29.33136,-49.803558,96,656236.96
2567,Rio Grande do Sul,South,-30.095833,-51.240475,58,558951.47
2568,Rio Grande do Sul,South,-29.686794,-53.809334,175,797580.31
2569,Rio Grande do Sul,South,-30.040146,-51.176842,77,282686.67
2570,Rio Grande do Sul,South,-30.03804,-51.213978,112,509045.09
2571,Rio Grande do Sul,South,-30.045778,-51.171303,86,464413.85
2572,Rio Grande do Sul,South,-30.048243,-51.205936,169,595661.23
2573,Rio Grande do Sul,South,-30.032043,-51.178146,229,1211514.4
2574,Rio Grande do Sul,South,-30.157801,-51.198315,78,297830.6
2575,Rio Grande do Sul,South,-29.981264,-51.185822,59,363454.32
2576,Rio Grande do Sul,South,-30.029697,-51.202991,174,757196.48
2577,Rio Grande do Sul,South,-29.973013,-51.124569,,344354.04
2578,Rio Grande do Sul,South,-30.002295,-51.123158,226,1211514.4
2579,Rio Grande do Sul,South,-29.3630075,-50.837604,250,868251.97
2580,Rio Grande do Sul,South,-30.018183,-51.155926,93,948221.29
2581,Rio Grande do Sul,South,-30.1528579,-51.2175299,149,542621.44
2582,Rio Grande do Sul,South,-30.080242,-51.225227,59,539789.43
2583,Rio Grande do Sul,South,-30.060946,-51.166382,,379288.51
2584,Rio Grande do Sul,South,-30.0239284,-51.1936512,54,424204.24
2585,Rio Grande do Sul,South,-29.975916,-51.193546,64,370433.64
2586,Rio Grande do Sul,South,-30.029697,-51.202991,66,648782.97
2587,Rio Grande do Sul,South,-30.05175,-51.182068,79,545975.84
2588,Rio Grande do Sul,South,-30.0313029,-51.2337582,140,558951.47
2589,Rio Grande do Sul,South,-30.158951,-51.216072,,382636.61
2590,Rio Grande do Sul,South,-30.0044809,-51.1567027,,419213.6
2591,Rio Grande do Sul,South,-30.021929,-51.191223,69,354335.31
2592,Rio Grande do Sul,South,-29.99622,-51.135017,59,514035.74
2593,Rio Grande do Sul,South,-29.6907445,-53.81513,137,535085.5
2594,Rio Grande do Sul,South,-30.051432,-51.171635,63,252398.8
2595,Rio Grande do Sul,South,-29.7075694,-53.7316878,141,429078.02
2596,Rio Grande do Sul,South,-30.014015,-51.175533,149,959115.56
2597,Rio Grande do Sul,South,-30.072315,-51.196423,,302878.6
2598,Rio Grande do Sul,South,-30.00367,-51.0907839,55,413934.08
2599,Rio Grande do Sul,South,-30.1585358,-51.1867649,110,334372.75
2600,Rio Grande do Sul,South,-29.6687488,-53.8188384,190,323070.49
2601,Rio Grande do Sul,South,-29.1583439,-51.5187326,88,373550.26
