,property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
3896,apartment,|Brasil|Ceará|Fortaleza|Mondubim|,Northeast,"-3.809624,-38.563793",75,"$92,055.17 "
3897,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.734332,-38.487621",153,"$405,666.85 "
3898,apartment,|Brasil|Ceará|Caucaia|Cumbuco|,Northeast,"-3.630143,-38.742054",156,"$215,315.48 "
3899,apartment,|Brasil|Ceará|Fortaleza|São Gerardo|,Northeast,"-3.733422,-38.559044",64,"$121,700.05 "
3900,apartment,|Brasil|Ceará|Fortaleza|São Gerardo|,Northeast,"-3.733422,-38.559044",56,"$107,657.74 "
3901,house,|Brasil|Ceará|Fortaleza|Lagoa Redonda|,Northeast,"-3.795882,-38.477108",247,"$405,666.85 "
3902,apartment,|Brasil|Ceará|Fortaleza|Edson Queiroz|,Northeast,"-3.795329,-38.487621",67,"$84,253.88 "
3903,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,,132,"$180,989.82 "
3904,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.742492,-38.492767",85,"$162,266.74 "
3905,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.731724,-38.495735",108,"$202,833.42 "
3906,apartment,|Brasil|Ceará|Fortaleza|Mucuripe|,Northeast,"-3.726883,-38.49419",80,"$226,549.33 "
3907,house,|Brasil|Ceará|Eusébio|,Northeast,"-3.892882,-38.456219",202,"$358,859.13 "
3908,apartment,|Brasil|Ceará|Fortaleza|De Lourdes|,Northeast,"-3.739755,-38.461334",207,"$343,256.56 "
3909,apartment,|Brasil|Ceará|Fortaleza|Dionisio Torres|,Northeast,"-3.748079,-38.497749",151,"$234,038.56 "
3910,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.726883,-38.49419",65,"$140,423.14 "
3911,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",149,"$127,941.08 "
3912,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.735313,-38.49155",101,"$124,820.57 "
3913,apartment,|Brasil|Ceará|Fortaleza|Joaquim Távora|,Northeast,,75,"$74,892.34 "
3914,apartment,|Brasil|Ceará|Fortaleza|Engenheiro Luciano Cavalcante|,Northeast,"-3.773416,-38.485622",150,"$177,869.31 "
3915,apartment,|Brasil|Ceará|Fortaleza|Fátima|,Northeast,"-3.767503,-38.533596",105,"$99,856.45 "
3916,house,|Brasil|Ceará|Fortaleza|Parquelândia|,Northeast,"-3.742271,-38.560417",250,"$249,641.14 "
3917,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.731695,-38.488731",76,"$196,592.39 "
3918,apartment,|Brasil|Ceará|Fortaleza|Mucuripe|,Northeast,"-3.7273,-38.485538",80,"$140,423.14 "
3919,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.732433,-38.5047",126,"$171,628.28 "
3920,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,,58,"$131,061.59 "
3921,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.742591,-38.5047",122,"$127,941.08 "
3922,apartment,|Brasil|Ceará|Fortaleza|Joaquim Távora|,Northeast,"-3.75771,-38.517403",97,"$90,494.91 "
3923,apartment,|Brasil|Ceará|Fortaleza|Dionisio Torres|,Northeast,"-3.744556,-38.503109",160,"$184,110.34 "
3924,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.728506,-38.512775",120,"$196,592.39 "
3925,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",80,"$174,748.79 "
3926,apartment,|Brasil|Ceará|Fortaleza|Fátima|,Northeast,"-3.74719,-38.523746",70,"$130,749.54 "
3927,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.744675,-38.513313",70,"$162,266.74 "
3928,apartment,|Brasil|Ceará|Fortaleza|Engenheiro Luciano Cavalcante|,Northeast,"-3.768086,-38.49416",125,"$152,905.19 "
3929,apartment,|Brasil|Ceará|Fortaleza|Mucuripe|,Northeast,"-3.726883,-38.49419",73,"$140,423.14 "
3930,house,|Brasil|Ceará|Fortaleza|De Lourdes|,Northeast,"-3.739898,-38.463333",220,"$243,400.11 "
3931,house,|Brasil|Ceará|Aquiraz|Prainha|,Northeast,"-3.999737,-38.442928",153,"$93,615.42 "
3932,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.741229,-38.477791",69,"$127,941.08 "
3933,apartment,|Brasil|Ceará|Fortaleza|José Bonifácio|,Northeast,"-3.748406,-38.529655",90,"$112,338.51 "
3934,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.726883,-38.49419",103,"$156,025.71 "
3935,house,|Brasil|Ceará|Fortaleza|Praia de Iracema|,Northeast,"-3.721134,-38.515652",111,"$112,338.51 "
3936,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",60,"$87,374.39 "
3937,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",111,"$224,677.02 "
3938,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.741709,-38.511925",61,"$140,423.14 "
3939,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,,112,"$280,846.28 "
3940,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.752334,-38.502289",141,"$171,628.28 "
3941,apartment,|Brasil|Ceará|Fortaleza|Guararapes|,Northeast,"-3.760839,-38.484619",170,"$234,038.56 "
3942,apartment,|Brasil|Ceará|Fortaleza|Dionisio Torres|,Northeast,"-3.7481821,-38.4946628",114,"$205,953.94 "
3943,apartment,|Brasil|Ceará|Fortaleza|Joaquim Távora|,Northeast,,55,"$110,154.15 "
3944,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.734332,-38.487621",138,"$323,909.38 "
3945,apartment,|Brasil|Ceará|Fortaleza|Parangaba|,Northeast,"-3.7823631,-38.5578852",92,"$150,203.14 "
3946,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.734332,-38.487621",165,"$382,262.99 "
3947,apartment,|Brasil|Ceará|Fortaleza|Praia de Iracema|,Northeast,"-3.737848,-38.517838",87,"$236,432.94 "
3948,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.734332,-38.487621",55,"$143,855.70 "
3949,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,,137,"$280,846.28 "
3950,apartment,|Brasil|Ceará|Fortaleza|Fátima|,Northeast,"-3.748406,-38.529655",92,"$184,110.34 "
3951,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.734332,-38.487621",109,"$268,676.27 "
3952,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.734332,-38.487621",94,"$239,655.49 "
3953,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.732433,-38.5047",67,"$191,118.70 "
3954,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.73808,-38.473259",55,"$140,423.14 "
3955,apartment,|Brasil|Ceará|Fortaleza|Engenheiro Luciano Cavalcante|,Northeast,,156,"$180,989.82 "
3956,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,,137,"$280,846.28 "
3957,apartment,|Brasil|Ceará|Fortaleza|Passaré|,Northeast,"-3.812237,-38.533596",63,"$103,990.20 "
3958,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.735723,-38.481918",200,"$177,869.31 "
3959,apartment,|Brasil|Ceará|Fortaleza|Maraponga|,Northeast,,66,"$87,374.39 "
3960,house,|Brasil|Ceará|Fortaleza|Lagoa Redonda|,Northeast,"-3.8322008,-38.4638029",92,"$82,693.62 "
3961,house,|Brasil|Ceará|Crato|,Northeast,"-7.249712,-39.418964",250,"$240,279.59 "
3962,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.74057,-38.509571",113,"$90,494.91 "
3963,apartment,|Brasil|Ceará|Fortaleza|Joaquim Távora|,Northeast,"-3.741638,-38.52309",69,"$131,061.59 "
3964,apartment,|Brasil|Ceará|Fortaleza|Monte Castelo|,Northeast,"-3.729989,-38.551979",104,"$140,423.14 "
3965,house,|Brasil|Ceará|Fortaleza|Sapiranga|,Northeast,"-3.7865319,-38.4687944",240,"$202,833.42 "
3966,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.999737,-38.442928",113,"$321,295.94 "
3967,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.999737,-38.442928",148,"$489,427.69 "
3968,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.999737,-38.442928",126,"$376,927.85 "
3969,apartment,|Brasil|Ceará|Fortaleza|Edson Queiroz|,Northeast,"-3.7739135,-38.4692211",54,"$112,856.83 "
3970,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.732433,-38.5047",72,"$165,387.25 "
3971,apartment,|Brasil|Ceará|Fortaleza|,Northeast,"-3.7922792,-38.5881036",61,"$142,312.92 "
3972,apartment,|Brasil|Ceará|Fortaleza|Cambeba|,Northeast,"-3.794777,-38.498131",105,"$207,028.02 "
3973,apartment,|Brasil|Ceará|Fortaleza|Parangaba|,Northeast,"-3.774656,-38.571667",61,"$114,800.28 "
3974,apartment,|Brasil|Ceará|Fortaleza|Edson Queiroz|,Northeast,"-3.775403111,-38.4778010845",71,"$145,391.00 "
3975,apartment,|Brasil|Ceará|Fortaleza|Guararapes|,Northeast,"-3.7602855,-38.4880104",72,"$168,700.61 "
3976,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.746504,-38.496136",93,"$249,641.14 "
3977,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.742591,-38.5047",110,"$234,038.56 "
3978,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.741709,-38.511925",91,"$215,315.48 "
3979,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.999737,-38.442928",87,"$140,423.14 "
3980,apartment,|Brasil|Ceará|Fortaleza|Mucuripe|,Northeast,"-3.725485,-38.488728",65,"$109,217.99 "
3981,house,|Brasil|Ceará|Fortaleza|Cidade dos Funcionários|,Northeast,"-3.794777,-38.498131",130,"$171,628.28 "
3982,apartment,|Brasil|Ceará|Fortaleza|,Northeast,"-3.743804,-38.587162",106,"$78,012.85 "
3983,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.738561,-38.508968",143,"$496,785.87 "
3984,apartment,|Brasil|Ceará|Fortaleza|Aldeota|,Northeast,"-3.738561,-38.508968",83,"$168,819.82 "
3985,apartment,|Brasil|Ceará|Fortaleza|Fátima|,Northeast,,90,"$156,025.71 "
3986,apartment,|Brasil|Ceará|Fortaleza|Varjota|,Northeast,"-3.733956,-38.492195",108,"$149,784.68 "
3987,apartment,|Brasil|Ceará|Fortaleza|São Gerardo|,Northeast,"-3.7357456,-38.5789131",72,"$78,012.85 "
3988,house,|Brasil|Ceará|Fortaleza|Maraponga|,Northeast,"-3.7970143,-38.5663192",71,"$127,941.08 "
3989,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,,150,"$205,953.94 "
3990,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,,220,"$374,461.71 "
3991,apartment,|Brasil|Ceará|Fortaleza|Jacarecanga|,Northeast,"-3.725391,-38.52309",120,"$112,338.51 "
3992,house,|Brasil|Ceará|Fortaleza|Edson Queiroz|,Northeast,,192,"$249,641.14 "
3993,apartment,|Brasil|Ceará|Fortaleza|Dionisio Torres|,Northeast,"-3.7526288,-38.4962821",128,"$81,133.37 "
3994,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",58,"$84,253.88 "
3995,house,|Brasil|Ceará|Eusébio|Guaribas|,Northeast,"-3.884189,-38.463963",120,"$87,374.39 "
3996,house,|Brasil|Ceará|Eusébio|,Northeast,"-3.884189,-38.463963",228,"$296,448.85 "
3997,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.84575,-38.389745",107,"$249,641.14 "
3998,house,|Brasil|Ceará|Juazeiro do Norte|,Northeast,,120,"$78,012.85 "
3999,house,|Brasil|Ceará|Fortaleza|Mondubim|,Northeast,"-3.809018,-38.580986",150,"$131,061.59 "
4000,apartment,|Brasil|Ceará|Aquiraz|,Northeast,"-3.90139,-38.39111",82,"$171,097.79 "
4001,apartment,|Brasil|Ceará|Aquiraz|,Northeast,"-3.8481419,-38.3931537",82,"$171,097.79 "
4002,apartment,|Brasil|Ceará|Aquiraz|,Northeast,"-3.8481419,-38.3931537",163,"$330,508.33 "
4003,apartment,|Brasil|Ceará|Aquiraz|,Northeast,"-3.8481419,-38.3931537",68,"$159,483.24 "
4004,apartment,|Brasil|Ceará|Aquiraz|,Northeast,"-3.8481419,-38.3931537",68,"$159,483.24 "
4005,apartment,|Brasil|Ceará|Fortaleza|Guararapes|,Northeast,"-3.767818,-38.492821",172,"$371,965.29 "
4006,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.999737,-38.442928",72,"$92,055.17 "
4007,house,|Brasil|Ceará|Eusébio|,Northeast,"-3.884189,-38.463963",112,"$90,494.91 "
4008,house,|Brasil|Ceará|Eusébio|,Northeast,,98,"$143,543.65 "
4009,apartment,|Brasil|Ceará|Fortaleza|Dionisio Torres|,Northeast,"-3.741913,-38.507984",120,"$171,628.28 "
4010,house,|Brasil|Ceará|Fortaleza|,Northeast,"-3.7340837,-38.4591618",117,"$186,918.80 "
4011,apartment,|Brasil|Ceará|Fortaleza|Jacarecanga|,Northeast,"-3.725391,-38.52309",79,"$76,452.59 "
4012,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",70,"$124,820.57 "
4013,apartment,|Brasil|Ceará|Fortaleza|José Bonifácio|,Northeast,,86,"$147,600.32 "
4014,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.742591,-38.5047",66,"$109,217.99 "
4015,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.742591,-38.5047",126,"$455,541.72 "
4016,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.741709,-38.511925",153,"$159,146.22 "
4017,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.726883,-38.49419",64,"$140,423.14 "
4018,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.728506,-38.512775",98,"$233,500.90 "
4019,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.728506,-38.512775",91,"$227,138.80 "
4020,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.742591,-38.5047",142,"$277,725.76 "
4021,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.75084,-38.461456",92,"$229,326.59 "
4022,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",120,"$412,159.39 "
4023,apartment,|Brasil|Ceará|Fortaleza|Cocó|,Northeast,"-3.747069,-38.477108",165,"$372,333.83 "
4024,apartment,|Brasil|Ceará|Fortaleza|Fátima|,Northeast,"-3.741638,-38.52309",92,"$193,471.88 "
4025,apartment,|Brasil|Ceará|Fortaleza|Guararapes|,Northeast,"-3.771153,-38.486046",54,"$109,093.17 "
4026,apartment,|Brasil|Ceará|Fortaleza|Praia de Iracema|,Northeast,"-3.721757,-38.513767",68,"$118,579.54 "
4027,apartment,|Brasil|Ceará|Fortaleza|Papicu|,Northeast,"-3.741229,-38.477791",68,"$116,721.58 "
4028,apartment,|Brasil|Ceará|Aquiraz|Porto das Dunas|,Northeast,"-3.999737,-38.442928",91,"$153,928.72 "
4029,house,|Brasil|Ceará|Eusébio|,Northeast,"-3.884189,-38.463963",110,"$209,074.45 "
4030,house,|Brasil|Ceará|Eusébio|,Northeast,,168,"$194,790.92 "
4031,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,"-3.742591,-38.5047",215,"$343,256.56 "
4032,house,|Brasil|Ceará|Fortaleza|Passaré|,Northeast,"-3.8107705,-38.5292668",96,"$92,055.17 "
4033,house,|Brasil|Ceará|Eusébio|,Northeast,"-3.884189,-38.463963",137,"$146,664.17 "
4034,house,|Brasil|Ceará|Eusébio|,Northeast,"-3.824096,-38.421714",250,"$337,015.54 "
4035,apartment,|Brasil|Ceará|Fortaleza|,Northeast,"-3.723951,-38.567634",73,"$134,182.11 "
4036,apartment,|Brasil|Ceará|Fortaleza|São Gerardo|,Northeast,,70,"$99,856.45 "
4037,apartment,|Brasil|Ceará|Fortaleza|,Northeast,"-3.723951,-38.567634",73,"$134,182.11 "
4038,apartment,|Brasil|Ceará|Fortaleza|São Gerardo|,Northeast,"-3.731666,-38.553501",91,"$107,657.74 "
4039,apartment,|Brasil|Ceará|Fortaleza|Maraponga|,Northeast,"-3.78072,-38.568413",110,"$98,296.19 "
4040,apartment,|Brasil|Ceará|Fortaleza|Monte Castelo|,Northeast,"-3.728231,-38.555019",86,"$102,976.97 "
4041,apartment,|Brasil|Ceará|Fortaleza|Maraponga|,Northeast,"-3.809187,-38.573856",65,"$84,253.88 "
4042,apartment,|Brasil|Ceará|Fortaleza|Parquelândia|,Northeast,"-3.738504,-38.561552",108,"$202,833.42 "
4043,apartment,|Brasil|Ceará|Fortaleza|Parquelândia|,Northeast,"-3.736646,-38.558227",94,"$162,266.74 "
4044,apartment,|Brasil|Ceará|Fortaleza|Parquelândia|,Northeast,"-3.740506,-38.562442",70,"$80,821.31 "
4045,house,|Brasil|Ceará|Eusébio|Centro|,Northeast,"-3.860329,-38.465147",250,"$390,064.28 "
4046,apartment,|Brasil|Ceará|Fortaleza|José Bonifácio|,Northeast,"-3.740297,-38.529602",80,"$93,615.42 "
4047,apartment,|Brasil|Ceará|Fortaleza|Dionisio Torres|,Northeast,,120,"$115,459.02 "
4048,house,|Brasil|Ceará|Juazeiro do Norte|Lagoa Seca|,Northeast,,123,"$88,934.65 "
4049,apartment,|Brasil|Ceará|Fortaleza|Jacarecanga|,Northeast,"-3.722449,-38.541384",106,"$93,303.37 "
4050,apartment,|Brasil|Ceará|Fortaleza|Meireles|,Northeast,,76,"$187,230.85 "
4051,apartment,|Brasil|Ceará|Fortaleza|Fátima|,Northeast,"-3.754004,-38.52605",63,"$113,898.77 "
4052,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",181,"$425,241.46 "
4053,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7506949,-47.9109434",96,"$287,197.77 "
4054,apartment,|Brasil|Distrito Federal|,Central-West,,100,"$325,541.94 "
4055,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",87,"$215,909.34 "
4056,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",67,"$186,225.61 "
4057,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7506949,-47.9109434",73,"$230,414.74 "
4058,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",125,"$407,455.65 "
4059,apartment,|Brasil|Distrito Federal|,Central-West,,86,"$252,193.67 "
4060,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",152,"$384,918.88 "
4061,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",70,"$258,106.81 "
4062,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",87,"$235,644.32 "
4063,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",96,"$257,503.36 "
4064,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8729537,-48.0163953",62,"$91,936.81 "
4065,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,127,"$376,416.36 "
4066,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",245,"$380,897.50 "
4067,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",87,"$256,039.94 "
4068,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",86,"$239,648.55 "
4069,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",67,"$178,263.55 "
4070,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",70,"$229,466.74 "
4071,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",95,"$149,892.13 "
4072,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8331394,-48.0234318",134,"$179,245.88 "
4073,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",61,"$116,463.41 "
4074,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,59,"$105,704.50 "
4075,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",168,"$295,755.71 "
4076,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8331394,-48.0234318",58,"$83,221.30 "
4077,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8256474,-47.9839754",62,"$121,855.19 "
4078,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8455306,-48.0381049",55,"$113,949.17 "
4079,apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.7941454,-47.8825479",72,"$144,356.95 "
4080,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",66,"$102,323.79 "
4081,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",129,"$252,864.73 "
4082,apartment,|Brasil|Distrito Federal|Brasília|Asa Norte|,Central-West,"-15.7634499,-47.8910319",75,"$166,442.60 "
4083,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",100,"$304,557.96 "
4084,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,102,"$201,651.62 "
4085,apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.7941454,-47.8825479",113,"$203,572.11 "
4086,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",70,"$230,218.93 "
4087,house,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8247309,-47.9849063",200,"$176,045.06 "
4088,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",60,"$107,382.36 "
4089,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",145,"$394,805.07 "
4090,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,205,"$400,102.42 "
4091,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",168,"$329,684.39 "
4092,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8413066,-48.0216157",58,"$92,975.48 "
4093,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,53,"$89,745.85 "
4094,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",111,"$188,848.34 "
4095,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8769836,-48.0106392",150,"$272,952.11 "
4096,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",68,"$115,229.49 "
4097,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",72,"$229,421.93 "
4098,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",70,"$261,741.88 "
4099,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8396616,-48.0372961",62,"$108,788.16 "
4100,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,158,"$253,985.02 "
4101,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,128,"$204,852.44 "
4102,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.834599,-48.032065",235,"$464,118.81 "
4103,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7941454,-47.8825479",150,"$400,397.38 "
4104,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",141,"$372,652.19 "
4105,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",201,"$504,129.05 "
4106,house,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.831783,-47.979833",200,"$220,856.53 "
4107,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",141,"$367,476.80 "
4108,apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.8192039,-47.983988",80,"$162,921.70 "
4109,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",86,"$277,760.24 "
4110,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7941454,-47.8825479",150,"$406,036.42 "
4111,apartment,|Brasil|Distrito Federal|Brasília|Gama|,Central-West,"-16.0160682,-48.0682555",72,"$95,926.63 "
4112,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",67,"$110,563.66 "
4113,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",95,"$159,085.84 "
4114,apartment,|Brasil|Distrito Federal|,Central-West,"-15.8359137,-47.9148239",53,"$211,184.89 "
4115,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",89,"$443,329.96 "
4116,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7942287,-47.8821658",89,"$449,573.65 "
4117,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7968509,-47.9315904",130,"$432,110.62 "
4118,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7968509,-47.9315904",130,"$426,109.46 "
4119,apartment,|Brasil|Distrito Federal|,Central-West,"-15.7942287,-47.8821658",155,"$505,149.29 "
4120,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,,60,"$98,823.69 "
4121,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372013,-48.0258046",55,"$102,426.22 "
4122,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8372555,-48.0175605",91,"$163,241.78 "
4123,apartment,|Brasil|Distrito Federal|Brasília|Guará II|,Central-West,"-15.8359059,-47.9792314",82,"$170,366.81 "
4124,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.8729537,-48.0163953",84,"$113,423.27 "
4125,apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.8238886,-47.9078459",105,"$331,418.47 "
4126,apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,"-15.840949,-48.0232735",74,"$119,941.92 "
4127,apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.8209795,-47.9096656",107,"$347,200.30 "
4128,apartment,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.8209795,-47.9096656",107,"$347,200.30 "
4129,apartment,|Brasil|Distrito Federal|Águas Claras|,Central-West,,176,"$220,945.64 "
4130,apartment,|Brasil|Distrito Federal|Brasília|,Central-West,"-15.7450331,-47.9132129",73,"$236,727.47 "
4131,house,|Brasil|Distrito Federal|Brasília|Asa Sul|,Central-West,"-15.8215315,-47.9197842",106,"$347,200.30 "
