operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.408007,-99.069186",443290,MXN,439279.85,23355.39,,54,,8209.074074,,,,http://iztacalco.properati.com.mx/q7n2_venta_departamento_iztacalco_calzada-de-la-viga_nestor-davalos
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.480501,-99.178139",870000,MXN,862129.72,45837.24,,64,,13593.75,,,,http://del-maestro.properati.com.mx/pili_venta_departamento_del-maestro_calle-2_2_javier-perez-rodriguez
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.496761,-99.075081",,,,,0,0,,,,,,http://gustavo-a-madero.properati.com.mx/r75e_venta_casa_gustavo-a-madero_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,store,|Venustiano Carranza|Distrito Federal|México|,"19.4306069,-99.0949899",,,,,,3,,,,,,http://venustiano-carranza.properati.com.mx/cbvi_venta_local_venustiano-carranza
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.399982,-99.150884",1990000,MXN,2026075.69,107721.28,128,128,841.5725,15546.875,,6,,http://benito-juarez.properati.com.mx/4ah_venta_apartamento_benito-juarez
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.447998,-99.114832",436500,MXN,432551.3,22997.65,,55,,7936.363636,,,,http://venustiano-carranza.properati.com.mx/q6pu_venta_departamento_venustiano-carranza_fresnillo_1_edgar-hidalgo-salvador
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",1475000,MXN,1461656.68,77712.56,,55,,26818.18182,,,,http://iztacalco.properati.com.mx/p3iz_venta_departamento_iztacalco_inventario-inmobiliario-7
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6310170826,-87.0684957504",450000,USD,8463825,450000,0,134,,3358.208955,,,,http://playa-del-carmen.properati.com.mx/bkmp_venta_departamento_playa-del-carmen
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.291321,-99.055733",655000,MXN,649074.56,34509.64,,50,,13100,,,,http://del-mar.properati.com.mx/msut_venta_departamento_del-mar_ana-bolena_1_juan-jose-hernandez-ramirez
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.415143,-99.14685",940000,MXN,931496.41,49525.29,,50,,18800,,,,http://cuauhtemoc.properati.com.mx/oeox_venta_departamento_cuauhtemoc_doctor-andrade_191_braulio-fermin
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4032306,-99.1634217",4950000,MXN,4906384.18,260859.94,0,142,,34859.15493,,,,http://cuauhtemoc.properati.com.mx/nyuo_venta_departamento_cuauhtemoc_trueba-de-torres-y-asociados-s-a-de-cv
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",5300000,MXN,5252054.69,279238.36,,113,,46902.65487,,,,http://cuauhtemoc.properati.com.mx/ojni_venta_departamento_cuauhtemoc_yael-reyes
sell,house,|Benito Juárez|Distrito Federal|México|,"19.382322,-99.145958",5450000,MXN,5400697.7,287141.33,,282,,19326.24113,,,,http://benito-juarez.properati.com.mx/j9u2_venta_casa_benito-juarez
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.43011152,-99.1456568241",750000,MXN,743391.47,39524.23,60,60,658.7371667,12500,,,,http://cuauhtemoc.properati.com.mx/cdnn_venta_departamento_cuauhtemoc
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.352431,-99.288369",2900000,MXN,2873765.76,152790.8,,80,,36250,,,,http://las-tinajas.properati.com.mx/orcl_venta_departamento_las-tinajas_juarez_100_santa-fe-consorcio-inmobiliario
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.433077,-99.198212",8000000,MXN,7927629.83,421491.87,,280,,28571.42857,,,,http://miguel-hidalgo-df.properati.com.mx/q6oc_venta_casa_miguel-hidalgo_andrea-torres
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.384327,-99.215523",494850,MXN,490373.33,26071.9,,50,,9897,,,,http://alvaro-obregon.properati.com.mx/og6k_venta_departamento_alvaro-obregon_minas_0_edgar-hidalgo-salvador
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.306114,-99.112416",1200000,MXN,1189144.46,63223.78,,53,,22641.50943,,,,http://coyoacan.properati.com.mx/mr2b_venta_departamento_coyoacan_rancho-vista-hermosa-esq-con-eje-3_axel-iniestra
sell,house,|Miguel Hidalgo|Distrito Federal|México|,,4500000,USD,84638250,4500000,1200,850,3750,5294.117647,,,,http://miguel-hidalgo-df.properati.com.mx/iol4_venta_casa_miguel-hidalgo
sell,house,|Iztapalapa|Distrito Federal|México|,"19.325608,-99.06112",556000,MXN,550970.18,29293.68,,56,,9928.571429,,,,http://iztapalapa.properati.com.mx/mlbk_venta_casa_iztapalapa_braulio-maldonado_125_omar-flores
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.281164,-99.20237",1780000,MXN,1763897.61,93781.94,88,88,1065.703864,20227.27273,,,,http://tlalpan.properati.com.mx/p9mf_venta_departamento_tlalpan_enlace-grupo-inmobiliario
sell,store,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",7800000,MXN,7729439.02,410954.57,,200,,39000,,,,http://benito-juarez.properati.com.mx/oqqq_venta_local_benito-juarez_camacho-bienes-raices_4p2
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.511896,-99.194208",735200,MXN,728549.12,38735.1,,65,,11310.76923,,,,http://el-rosario.properati.com.mx/oezx_venta_departamento_el-rosario_de-las-culturas-croc-vi-_braulio-fermin
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.403155,-99.074139",628600,MXN,623061.09,33126.57,,65,,9670.769231,,,,http://agricola-oriental.properati.com.mx/rcam_venta_departamento_agricola-oriental_oriente-237_93_pedro-mendoza
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.3310745,-99.198584",49000000,MXN,48568247.8,2582249.93,1620,1395,1593.981438,35125.44803,2,,,http://alvaro-obregon.properati.com.mx/kemx_venta_casa_alvaro-obregon_cattori-inmobiliaria-s-a-de-c-v
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.448605,-99.157054",974000,MXN,965188.83,51316.63,,40,,24350,,,,http://cuauhtemoc.properati.com.mx/q5cf_venta_departamento_cuauhtemoc_jaime-torres-bodet_203_nestor-davalos
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.382275,-99.270241",13500000,MXN,13381047.76,711436.2,380,420,1872.200526,32142.85714,2,,,http://cuajimalpa-de-morelos.properati.com.mx/j0x9_venta_casa_cuajimalpa-de-morelos
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",920000,USD,17303820,920000,480,480,1916.666667,1916.666667,,,,http://cuajimalpa-de-morelos.properati.com.mx/c7yu_venta_departamento_cuajimalpa-de-morelos
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.397339,-99.173277",13059862,MXN,12941718.82,688078.2,,286,,45663.85315,,,,http://benito-juarez.properati.com.mx/pxy4_venta_departamento_benito-juarez_dakota_66_laura-partida
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.402991,-99.173922",1140000,MXN,1129687.22,60062.59,,50,,22800,,,,http://escandon-miguel-hidalgo.properati.com.mx/plz3_venta_departamento_escandon_union_0_remates-hipotecarios-area-comercial
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4418,-99.156425",1200000,MXN,1189144.46,63223.78,,70,,17142.85714,,,,http://cuauhtemoc.properati.com.mx/qzcj_venta_departamento_cuauhtemoc_enrique-gonzalez-martinez_13_roberto-saavedra
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.320576,-99.20929",35000000,MXN,34683380.51,1844026.93,,2115,,16548.46336,,,,http://jardines-del-pedregal.properati.com.mx/j1dr_venta_casa_jardines-del-pedregal_lluvia_0
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.444723,-99.186447",,,,,0,0,,,,,,http://miguel-hidalgo-df.properati.com.mx/r7sz_venta_casa_miguel-hidalgo_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.343979,-99.124863",1648660,MXN,1633745.61,86862.09,,70,,23552.28571,,,,http://paseos-de-taxquena.properati.com.mx/onmk_venta_departamento_paseos-de-taxquena_paseo-de-los-cipreses_51_carlos-cejudo-escamilla
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.32473,-99.264241",2249000,MXN,2228654.9,118491.9,,120,,18741.66667,,,,http://alvaro-obregon.properati.com.mx/qzcs_venta_departamento_alvaro-obregon_camino-al-desierto-de-los-leones_6527_roberto-saavedra
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.364967,-99.1428406",3261062,MXN,3231561.55,171813.89,100,100,1718.1389,32610.62,,,,http://benito-juarez.properati.com.mx/bi8c_venta_departamento_benito-juarez
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3499358,-99.2906864",3200000,MXN,3171803.93,168636.73,0,78,,41025.64103,,,,http://cuajimalpa-de-morelos.properati.com.mx/hzmt_venta_departamento_cuajimalpa-de-morelos
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.381125,-99.1226",443290,MXN,439279.85,23355.39,,54,,8209.074074,,,,http://militar-marte.properati.com.mx/qw0v_venta_departamento_militar-marte_calzada-de-la-viga_1143_gerardo-solorzano-rojina
sell,house,|Xochimilco|Distrito Federal|México|,"19.255159,-99.125801",2710000,MXN,2685484.58,142780.37,,219,,12374.42922,,,,http://xochimilco.properati.com.mx/q7u5_venta_casa_xochimilco_jazmin_18_edith-diaz
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.408758,-99.129474",621880,MXN,616254.29,32764.67,,50,,12437.6,,,,http://cuauhtemoc.properati.com.mx/o40v_venta_departamento_cuauhtemoc_chabacano_115_carlos-alvarez-corona
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.488564,-99.106194",450000,MXN,445929.03,23708.91,68,68,348.6604412,6617.647059,,,,http://gustavo-a-madero.properati.com.mx/fa0i_venta_departamento_gustavo-a-madero
sell,house,|Coyoacán|Distrito Federal|México|,"19.3532182508,-99.1687345505",12000000,MXN,11894264.61,632387.73,305,356,2073.402393,33707.86517,,,,http://coyoacan.properati.com.mx/mvol_venta_casa_coyoacan_soc-rc-asesores-s-de-r-l-de-c-v
sell,store,|Gustavo A. Madero|Distrito Federal|México|,"19.473415,-99.143539",3320000,MXN,3290746.44,174960.6,150,550,1166.404,6036.363636,,,,http://gustavo-a-madero.properati.com.mx/fhzv_venta_local_gustavo-a-madero
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.387764,-99.205826",700000,MXN,693667.44,36880.53,,72,,9722.222222,,,,http://alvaro-obregon.properati.com.mx/q4j2_venta_departamento_alvaro-obregon_camino-real-a-toluca_nestor-davalos
sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",5300000,MXN,5253300.19,279304.58,0,113,,46902.65487,,,,http://cuauhtemoc.properati.com.mx/p7e0_venta_casa_cuauhtemoc_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,house,|Othón P. Blanco|Quintana Roo|México|,"18.5001889,-88.296146",2990000,MXN,2963654.21,157569.94,409,423,385.256577,7068.55792,,,,http://chetumal.properati.com.mx/oud9_venta_casa_chetumal_akaanaktan-asesoria-inmobiliaria
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",23500000,MXN,23292935.04,1238425.98,628,517,1972.015892,45454.54545,2,,,http://miguel-hidalgo-df.properati.com.mx/ge4z_venta_casa_miguel-hidalgo
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1023201965,-86.8640655038",2200000,MXN,2180098.12,115910.26,110,250,1053.729636,8800,2,,,http://cancun.properati.com.mx/ls8j_venta_casa_cancun_century-21-caribbean-paradise
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.409369,-99.171906",4592000,MXN,4550459.46,241936.33,,64,,71750,,,,http://cuauhtemoc.properati.com.mx/p2oc_venta_departamento_cuauhtemoc_jorge-trejo_c56
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.423086,-99.145135",630000,MXN,624448.78,33200.35,,50,,12600,,,,http://cuauhtemoc.properati.com.mx/r5bn_venta_departamento_cuauhtemoc_dr-andrade_0_jose-luis-osegueda
sell,house,|Gustavo A. Madero|Distrito Federal|México|,,,,,,0,0,,,,,,http://gustavo-a-madero.properati.com.mx/r5s7_venta_casa_gustavo-a-madero_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,apartment,|Iztapalapa|Distrito Federal|México|,,1233000,MXN,1221845.86,64962.43,62,,1047.781129,,,3,,http://constitucion-de-1917.properati.com.mx/oqpk_venta_departamento_constitucion-de-1917_portafolios-hipotecarios_7if
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.430537,-99.207908",10490000,MXN,10395104.53,552681.21,,285,,36807.01754,,,,http://lomas-de-chapultepec-miguel-hidalgo.properati.com.mx/p3kk_venta_departamento_lomas-de-chapultepec_juan-carlos_e15
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.302422,-99.230829",1962000,MXN,1944251.19,103370.88,,104,,18865.38462,,,,http://fuentes-del-pedregal.properati.com.mx/odek_venta_departamento_fuentes-del-pedregal_fuente-de-la-infancia_47_fernando-vazquez-r
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.367024,-99.180497",4386000,MXN,4347353.61,231137.71,,360,,12183.33333,,,,http://alvaro-obregon.properati.com.mx/rcgv_venta_casa_alvaro-obregon_minerva_1_remate-bancario_e2b
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.392937,-99.263313",1980666,MXN,1962748.22,104354.32,,253,,7828.719368,,,,http://cuajimalpa-de-morelos.properati.com.mx/odcr_venta_casa_cuajimalpa-de-morelos_bayoneta_1_fernando-vazquez-r
sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.314815,-99.2574",1198870,MXN,1188024.6,63164.24,,189,,6343.227513,,,,http://vista-hermosa-la-magdalena-contreras.properati.com.mx/q949_venta_casa_vista-hermosa_cornejal_0_luis-cuadros
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.384117,-99.205132",494850,MXN,490373.33,26071.9,,50,,9897,,,,http://alvaro-obregon.properati.com.mx/q4it_venta_departamento_alvaro-obregon_minas_146_nestor-davalos
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.439716,-99.152892",625672,MXN,620011.85,32964.45,,15,,41711.46667,,,,http://cuauhtemoc.properati.com.mx/ld82_venta_departamento_cuauhtemoc_buenavista_10_alfa-elite
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.346728,-99.203296",52000000,MXN,51529593.84,2739697.15,,800,,65000,,,,http://lomas-de-san-angel-inn.properati.com.mx/q640_venta_casa_lomas-de-san-angel-inn_great-homes
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1380418653,-86.8310719728",2850000,MXN,2824217.96,150156.47,0,174,,16379.31034,,,,http://cancun.properati.com.mx/p4ig_venta_departamento_cancun_caribbean-realtors
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.430766,-99.191251",626379,USD,11781249.42,626379,,64,,9787.171875,,,,http://bosques-de-chapultepec-miguel-hidalgo.properati.com.mx/ldao_venta_departamento_bosques-de-chapultepec_arquimedes_1_lorena-kuri
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.514603,-99.14492",2500000,MXN,2477384.14,131716.2,,291,,8591.065292,,,,http://siete-maravillas.properati.com.mx/q71l_venta_casa_siete-maravillas_jardines-de-babilonia_0_alejandro-cervantes_ea2
sell,house,|Xochimilco|Distrito Federal|México|,,2234000,MXN,2213790.54,117701.6,,110,,20309.09091,,,,http://xochimilco.properati.com.mx/lrre_venta_casa_xochimilco_prolongacion-ignacio-aldama_285_jose-camacho
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1437657238,-86.8786033988",385000,MXN,381607.53,20289.1,160,112,126.806875,3437.5,1,,,http://cancun.properati.com.mx/pmub_venta_casa_cancun_alvarado-asociados-bienes-raices
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39557,-99.132937",2018000,MXN,1999744.54,106321.32,,99,,20383.83838,,,,http://benito-juarez.properati.com.mx/ojio_venta_departamento_benito-juarez_latinos_92_braulio-fermin
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.399841,-99.154813",1302000,MXN,1290221.72,68597.8,,80,,16275,,,,http://benito-juarez.properati.com.mx/o4a8_venta_departamento_benito-juarez_yacatas_52_fernando-vazquez-reyes
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1666239284,-86.8087856763",7520271,MXN,7454007.73,396310.59,0,180,,41779.28333,,,,http://cancun.properati.com.mx/qaom_venta_departamento_cancun_imc-inmobiliaria-cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,,6039000,MXN,5984369.47,318173.67,,148,,40804.05405,,,,http://benito-juarez.properati.com.mx/q8o0_venta_departamento_benito-juarez_cerca-de-avenida-patriotismo_noemi-trejo
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.449667,-99.131613",970000,MXN,961452.9,51118,,75,,12933.33333,,,,http://venustiano-carranza.properati.com.mx/r16i_venta_departamento_venustiano-carranza_a-penon_203_patricia-macias
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",5200000,MXN,5154181.27,274034.68,0,110,,47272.72727,,,,http://cuauhtemoc.properati.com.mx/poc8_venta_departamento_cuauhtemoc_next-home
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",,,,,120,120,,,,,,http://alvaro-obregon.properati.com.mx/cw0d_venta_departamento_alvaro-obregon
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1104751895,-86.8482273817",4500000,MXN,4460349.25,237145.4,300,327,790.4846667,13761.46789,2,,,http://cancun.properati.com.mx/hxxw_venta_casa_cancun
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,3653387,MXN,3620337.38,192484.11,,164,,22276.75,,,,http://alvaro-obregon.properati.com.mx/q7ph_venta_departamento_alvaro-obregon_carlos-lazo_20_virginia-reyes
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446829,-99.159454",2311800,MXN,2290886.77,121800.61,,67,,34504.47761,,,,http://cuauhtemoc.properati.com.mx/p196_venta_departamento_cuauhtemoc_inventario-inmobiliario-6
sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6469022,-87.0590815",283400,USD,5330328.9,283400,0,,,,,,,http://zazil-ha.properati.com.mx/psyk_venta_departamento_zazil-ha_gbr-property-service_ba
sell,store,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",1709333,MXN,1693869.81,90058.74,,70,,24419.04286,,,,http://benito-juarez.properati.com.mx/od6q_venta_local_benito-juarez_irma-gomez
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.466954,-99.117546",498530,MXN,494020.11,26265.79,,65,,7669.692308,,,,http://guadalupe-tepeyac.properati.com.mx/mq1p_venta_departamento_guadalupe-tepeyac_ferrocarril-hidalgo_0_mariana-garcia-garrido
sell,apartment,|Iztacalco|Distrito Federal|México|,"23.634501,-102.552788",745652,MXN,738906.59,39285.78,,63,,11835.74603,,,,http://iztacalco.properati.com.mx/odg1_venta_departamento_iztacalco_jorge-trejo_c56
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.360425,-99.15713",2347266,MXN,2326031.96,123669.19,,90,,26080.73333,,,,http://benito-juarez.properati.com.mx/qcjt_venta_departamento_benito-juarez_agustin-gutierrez_7_angeles-albarran
sell,apartment,|Benito Juárez|Distrito Federal|México|,,2946700,MXN,2920043.32,155251.26,,72,,40926.38889,,,,http://benito-juarez.properati.com.mx/k3kf_venta_departamento_benito-juarez_cuauhtemoc
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.469681,-99.086136",990000,MXN,981044.02,52159.61,,42,,23571.42857,,,,http://san-juan-de-aragon.properati.com.mx/pibd_venta_departamento_san-juan-de-aragon_inventario-inmobiliario-5
sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.317019,-99.253884",1250000,MXN,1238692.07,65858.1,,80,,15625,,,,http://las-cruces.properati.com.mx/ndaw_venta_casa_las-cruces_3a-cda-de-cantera_11_halim-aziz
sell,apartment,|Cancún|Benito Juárez|Quintana Roo|México|,"21.0500513505,-86.8528365512",7595000,MXN,7526293.49,400153.84,342,220,1170.040468,34522.72727,,,,http://lagos-del-sol.properati.com.mx/lmqu_venta_departamento_lagos-del-sol_jpm-realestate
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",898691,MXN,890561.03,47348.86,,43,,20899.7907,,,,http://venustiano-carranza.properati.com.mx/pcp1_venta_departamento_venustiano-carranza_inventario-inmobiliario-5
sell,apartment,|Iztacalco|Distrito Federal|México|,"19.405668,-99.073498",648000,MXN,642137.98,34140.84,,50,,12960,,,,http://agricola-oriental.properati.com.mx/qw0y_venta_departamento_agricola-oriental_oriente-237_0_edith
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6168388349,-87.0866918564",360000,USD,6771060,360000,,216,,1666.666667,,,,http://playa-del-carmen.properati.com.mx/cor0_venta_departamento_playa-del-carmen
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.336697,-99.152534",3550000,MXN,3518719.94,187081.37,102,102,1834.131078,34803.92157,,,,http://coyoacan.properati.com.mx/p9pf_venta_departamento_coyoacan_grupo-coyoacan
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1100000,USD,20689350,1100000,500,500,2200,2200,,,,http://miguel-hidalgo-df.properati.com.mx/jz69_venta_departamento_miguel-hidalgo
sell,house,|Xochimilco|Distrito Federal|México|,,3200000,MXN,3171051.78,168596.74,120,245,1404.972833,13061.22449,2,,,http://xochimilco.properati.com.mx/nqvj_venta_casa_xochimilco_century-21-movisa
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1035510,MXN,1026385.67,54570.31,0,60,,17258.5,,,,http://tlahuac.properati.com.mx/gxnq_venta_departamento_tlahuac
sell,apartment,|Solidaridad|Quintana Roo|México|,,650000,USD,12225525,650000,184,177,3532.608696,3672.316384,,,,http://playa-del-carmen.properati.com.mx/b9pg_venta_departamento_playa-del-carmen
sell,house,|Benito Juárez|Distrito Federal|México|,,15000000,MXN,14864305.82,790297.25,304,304,2599.662007,49342.10526,,,,http://benito-juarez.properati.com.mx/nuyc_venta_casa_benito-juarez_er-developmente-group
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",14500000,MXN,14368828.99,763954.01,0,243,,59670.78189,,,,http://miguel-hidalgo-df.properati.com.mx/iq6r_venta_departamento_miguel-hidalgo
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2664090,MXN,2640615.97,140394.82,,62,,42969.19355,,,,http://benito-juarez.properati.com.mx/ra7j_venta_departamento_benito-juarez_jorge-trejo_c56
sell,house,|Benito Juárez|Quintana Roo|México|,"21.0993149589,-86.8449282646",5300000,MXN,5253300.19,279304.58,800,515,349.130725,10291.26214,2,,,http://cancun.properati.com.mx/gf4n_venta_casa_cancun
sell,store,|Cuauhtémoc|Distrito Federal|México|,"19.413381,-99.13367",4500000,MXN,4459291.65,237089.17,,350,,12857.14286,,,,http://cuauhtemoc.properati.com.mx/4ozi_venta_local_cuauhtemoc_avenida-del-taller_0
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,1250000,USD,23510625,1250000,0,705,,1773.049645,,,,http://cuajimalpa-de-morelos.properati.com.mx/hti7_venta_departamento_cuajimalpa-de-morelos
sell,house,|Benito Juárez|Quintana Roo|México|,,3900000,MXN,3865635.95,205526.01,1000,350,205.52601,11142.85714,2,,,http://cancun.properati.com.mx/cv74_venta_casa_cancun
sell,house,|Iztapalapa|Distrito Federal|México|,,550000,MXN,545153.65,28984.43,35,56,828.1265714,9821.428571,,,,http://iztapalapa.properati.com.mx/hq7t_venta_casa_iztapalapa
sell,house,|Tláhuac|Distrito Federal|México|,"19.296142,-99.020694",2600000,MXN,2576479.55,136984.85,,90,,28888.88889,,,,http://tlahuac.properati.com.mx/o3mx_venta_casa_tlahuac_av-tlahuac_79_adriana-casas
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6352441941,-87.0690042975",155000,USD,2915317.5,155000,0,0,,,,,,http://playa-del-carmen.properati.com.mx/b3ia_venta_departamento_playa-del-carmen
