operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Tlalpan|Distrito Federal|México|,"19.3103229,-99.2216829",16500000,MXN,16354613.87,869533.13,294,349,2957.59568,47277.93696,3,,,http://tlalpan.properati.com.mx/le2w_venta_casa_tlalpan_mega-soluciones
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.492765,-99.143326",10950000,MXN,10853516.58,577053.81,,800,,13687.5,,,,http://san-bartolo-atepehuacan.properati.com.mx/qwml_venta_casa_san-bartolo-atepehuacan_av-montevideo_0_alberto-carrillo-mendez
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4523059421,-99.2074569315",750000,MXN,743215.24,39514.86,14,,2822.49,,,2,,http://mexico-nuevo.properati.com.mx/ocde_venta_departamento_mexico-nuevo_portafolios-hipotecarios_7if
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.327168,-99.224525",4828000,MXN,4784324.53,254370.34,,120,,40233.33333,,,,http://alvaro-obregon.properati.com.mx/pftv_venta_casa_alvaro-obregon_antonio-pedro
sell,house,|Benito Juárez|Quintana Roo|México|,"21.0983813,-86.867206",5084000,MXN,5039203.41,267921.6,220,330,1217.825455,15406.06061,,,,http://cancun.properati.com.mx/o4rn_venta_casa_cancun_caribbean-realtors
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4286373,-99.1718116",6300000,MXN,6243008.35,331924.84,100,,3319.2484,,,2,,http://cuauhtemoc.properati.com.mx/rdw1_venta_departamento_cuauhtemoc_rio-nilo_dueno-directo_eyz
sell,house,|Venustiano Carranza|Distrito Federal|México|,"19.423202,-99.110099",2792000,MXN,2766742.76,147100.66,,342,,8163.74269,,,,http://venustiano-carranza.properati.com.mx/p6ow_venta_casa_venustiano-carranza_dr-nicolas-leon_0_javier-perez-rodriguez
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.293533728,-99.0655392408",580000,MXN,574753.15,30558.16,57,,536.1080702,,,,,http://san-nicolas-tolentino.properati.com.mx/pkdn_venta_departamento_san-nicolas-tolentino_portafolios-hipotecarios_7if
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,4609900,MXN,4568197.57,242879.42,,130,,35460.76923,,,,http://san-jeronimo-aculco.properati.com.mx/oaes_venta_departamento_san-jeronimo-aculco_inventario-inmobiliario-6
sell,house,|Tabasco|Zacatecas|México|,"23.634501,-102.552788",800000,MXN,792762.85,42149.18,,160,,5000,,,,http://tabasco-zacatecas.properati.com.mx/qum3_venta_casa_tabasco_principal_casas-sur
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.498669,-99.130899",3000000,MXN,2972861.16,158059.45,,120,,25000,,,,http://gustavo-a-madero.properati.com.mx/q8it_venta_departamento_gustavo-a-madero_pujato_31_dcamaass-torres-aranalde
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.3501445,-99.0867308",580000,MXN,574889.32,30565.4,48,44,636.7791667,13181.81818,,,,http://iztapalapa.properati.com.mx/p4ab_venta_departamento_iztapalapa_vanguardia-negocios-inmobiliarios
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.409843,-99.125509",464262,MXN,460062.11,24460.33,,60,,7737.7,,,,http://venustiano-carranza.properati.com.mx/pve4_venta_departamento_venustiano-carranza_rosario-castellanos_561_jose-miguel-diaz
sell,house,|Solidaridad|Quintana Roo|México|,"20.6765734711,-87.0439176876",3750000,MXN,3716076.4,197574.31,438,279,451.0828995,13440.86022,2,,,http://playa-del-carmen.properati.com.mx/b9ww_venta_casa_playa-del-carmen
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.428767,-99.1459",1075978,MXN,1066497.24,56702.94,,75,,14346.37333,,,,http://cuauhtemoc.properati.com.mx/r49a_venta_departamento_cuauhtemoc_luis-moya_99_patricia-macias
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.382986,-99.241837",3420000,MXN,3389865.35,180230.5,,150,,22800,,,,http://santa-fe.properati.com.mx/qxh6_venta_departamento_santa-fe_guillermo-gonzalez-camarena_1_remate-bancario_e2b
sell,house,|Solidaridad|Quintana Roo|México|,"20.617742587,-87.0856618881",899000,USD,16908841.5,899000,750,420,1198.666667,2140.47619,2,,,http://playa-del-carmen.properati.com.mx/kq84_venta_casa_playa-del-carmen_york-properties_60r
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,,11000000,MXN,10903075.85,579688.75,500,400,1159.3775,27500,3,,,http://cuajimalpa-de-morelos.properati.com.mx/ca5i_venta_casa_cuajimalpa
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.403334,-99.157755",2500000,MXN,2477384.14,131716.2,,129,,19379.84496,,,,http://benito-juarez.properati.com.mx/qb66_venta_departamento_benito-juarez_j-enrique-pestalozzi_0_federico-arturo
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",790000,USD,14858715,790000,545,350,1449.541284,2257.142857,2,,,http://miguel-hidalgo-df.properati.com.mx/g7g6_venta_casa_miguel-hidalgo
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6181844193,-87.0913910866",139000,USD,2614381.5,139000,0,73,,1904.109589,,,,http://playa-del-carmen.properati.com.mx/bten_venta_departamento_playa-del-carmen
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.358025,-99.170291",5000000,MXN,4954768.48,263432.41,,120,,41666.66667,,,,http://coyoacan.properati.com.mx/p8qr_venta_departamento_coyoacan_josefa-ortiz_2_dcamaass-torres-aranalde
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.350054,-99.123476",1500000,MXN,1486430.48,79029.72,,102,,14705.88235,,,,http://paseos-de-taxquena.properati.com.mx/pyde_venta_departamento_paseos-de-taxquena_paseos-del-rio_66_juan-carlos-monter
sell,house,|Tlalpan|Distrito Federal|México|,"19.2893496,-99.1853408",7000000,MXN,6936675.98,368805.38,280,320,1317.162071,21875,,,,http://tlalpan.properati.com.mx/mg2k_venta_casa_tlalpan_capis-real-estate_clg
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1364618,-86.7682533",200000,USD,3761700,200000,0,0,,,,,,http://cancun.properati.com.mx/c985_venta_departamento_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.388044,-99.185753",1456200,MXN,1443026.67,76722.05,,80,,18202.5,,,,http://benito-juarez.properati.com.mx/qvyj_venta_departamento_benito-juarez_puente_91_pedro-mendoza
sell,apartment,|Iztapalapa|Distrito Federal|México|,,600000,MXN,594713.1,31619.38,47,47,672.752766,12765.95745,,,,http://iztapalapa.properati.com.mx/hxpa_venta_departamento_iztapalapa
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.419403,-99.135361",1872000,MXN,1855065.23,98629.09,,80,,23400,,,,http://cuauhtemoc.properati.com.mx/odpz_venta_departamento_cuauhtemoc_fernando-de-alva-ixtlixochitl_153_blanca-escalera
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386551,-99.193708",1466192,MXN,1452928.41,77248.5,,64,,22909.25,,,,http://carola.properati.com.mx/m4j3_venta_departamento_carola_toltecas_166_susana-zamora
sell,house,|Benito Juárez|Distrito Federal|México|,"19.359882,-99.156731",3360000,MXN,3329604.42,177026.58,,200,,16800,,,,http://benito-juarez.properati.com.mx/n31z_venta_casa_benito-juarez_vista-hermosa_262_gamaliel-cruz-cruz
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.372684,-99.183678",2800000,MXN,2774670.35,147522.15,,90,,31111.11111,,,,http://benito-juarez.properati.com.mx/oev5_venta_departamento_benito-juarez_israel-sabina
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1146470,USD,21563380.99,1146470,,,,,,3,,http://miguel-hidalgo-df.properati.com.mx/nsc2_venta_departamento_miguel-hidalgo_alfa-inmobiliaria-zubiandi_de2
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6716065563,-87.0453804731",1050000,MXN,1040748.03,55333.92,0,90,,11666.66667,,,,http://playa-del-carmen.properati.com.mx/ofui_venta_departamento_playa-del-carmen_century-21-caribbean-paradise
sell,house,|Venustiano Carranza|Distrito Federal|México|,,2700000,MXN,2675574.95,142253.5,180,360,790.2972222,7500,2,,,http://venustiano-carranza.properati.com.mx/b4ax_venta_casa_venustiano-carranza
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.396705,-99.181902",1471600,MXN,1458287.33,77533.42,,70,,21022.85714,,,,http://benito-juarez.properati.com.mx/oyi6_venta_departamento_benito-juarez_puente-de-la-morena_91_carlos-alvarez-corona
sell,house,|Coyoacán|Distrito Federal|México|,"19.334738,-99.176758",11800000,MXN,11693253.85,621700.5,,455,,25934.06593,,,,http://copilco-universidad.properati.com.mx/p4y5_venta_casa_copilco-universidad_alberto-cervantes_7kx
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,,4750000,MXN,4708146.35,250320.14,112,112,2235.00125,42410.71429,,,,http://cuauhtemoc.properati.com.mx/cq33_venta_departamento_cuauhtemoc
sell,apartment,|Benito Juárez|Distrito Federal|México|,,3650000,MXN,3616981,192305.66,,85,,42941.17647,,,,http://benito-juarez.properati.com.mx/p2s4_venta_departamento_benito-juarez_avenida-popocatepetl_enrique-trejo
sell,store,|Cozumel|Quintana Roo|México|,,200000,USD,3761700,200000,177,177,1129.943503,1129.943503,,,,http://cozumel.properati.com.mx/b62a_venta_local_cozumel
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.392937,-99.263313",1990666,MXN,1972657.86,104881.19,,253,,7868.245059,,,,http://cuajimalpa-de-morelos.properati.com.mx/q7o7_venta_casa_cuajimalpa-de-morelos_bayoteta_1_virginia-reyes
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",6200000,MXN,6143912.94,326656.19,,137,,45255.47445,,,,http://lomas-del-pedregal.properati.com.mx/o43g_venta_departamento_lomas-del-pedregal_inventario-inmobiliario-6
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.487275,-99.104992",424800,MXN,420956.98,22381.21,,50,,8496,,,,http://martin-carrera.properati.com.mx/px0y_venta_departamento_martin-carrera_jose-j-herrera_0_remates-hipotecarios-area-comercial
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.44673,-99.161695",1042667,MXN,1033479.67,54947.48,,60,,17377.78333,,,,http://cuauhtemoc.properati.com.mx/rcci_venta_departamento_cuauhtemoc_fresno_102_jose-miguel-diaz
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.412155,-99.134829",1245563,MXN,1234295.21,65624.33,,45,,27679.17778,,,,http://cuauhtemoc.properati.com.mx/lvj7_venta_departamento_cuauhtemoc_ramon-i-aldana_5_cci-tu-hogar-inmobiliaria
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.452621,-99.154479",992924,MXN,983941.66,52313.67,,60,,16548.73333,,,,http://cuauhtemoc.properati.com.mx/q7v5_venta_departamento_cuauhtemoc_dr-enrique-gonzalez-martinez_246_victor-alberto-ramirez-diaz
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.40678,-99.236925",16000000,MXN,15855259.67,842983.74,,305,,52459.01639,,,,http://miguel-hidalgo-df.properati.com.mx/gm19_venta_departamento_miguel-hidalgo_bosques-de-tamarindos
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.334458,-99.150206",2840000,MXN,2814308.51,149629.61,,230,,12347.82609,,,,http://coyoacan.properati.com.mx/qd19_venta_departamento_coyoacan_av-paseos-jardines-interior-12_0_alberto-carrillo-mendez
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",550000,USD,10344675,550000,350,350,1571.428571,1571.428571,,,,http://cancun.properati.com.mx/c141_venta_departamento_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.371567,-99.141776",1140000,MXN,1129687.22,60062.59,,79,,14430.37975,,,,http://benito-juarez.properati.com.mx/mj85_venta_departamento_benito-juarez_tlalpan_1257_santiago-luna
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.332427,-99.139817",1015000,MXN,1005818.01,53476.78,,74,,13716.21622,,,,http://avante.properati.com.mx/mdo0_venta_departamento_avante_calz-de-la-virgen_3000_omar-flores
sell,house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",2300000,MXN,2279733.89,121207.64,167,167,725.7942515,13772.45509,,,,http://cancun.properati.com.mx/dm29_venta_casa_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1005000,MXN,995908.38,52949.91,,100,,10050,,,,http://benito-juarez.properati.com.mx/pygs_venta_departamento_benito-juarez_diagonal-san-antonio_1809_claudia-salinas
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6456,-87.060983",235000,USD,4419997.5,235000,,60,,3916.666667,,,,http://solidaridad-quintana-roo.properati.com.mx/q309_venta_departamento_solidaridad_00_0_realty-riviera
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.361385,-99.246689",647000,MXN,641146.96,34088.15,,55,,11763.63636,,,,http://alvaro-obregon.properati.com.mx/omfi_venta_departamento_alvaro-obregon_irma-gomez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.398044,-99.174323",550117,MXN,545269.7,28990.6,,90,,6112.411111,,,,http://benito-juarez.properati.com.mx/rc41_venta_departamento_benito-juarez_galveston-60_60_jose-alberto-romero
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1004878,MXN,995787.44,52943.48,,90,,11165.31111,,,,http://benito-juarez.properati.com.mx/qa2n_venta_departamento_benito-juarez_diagonal-san-antonio_1809_patricia-macias
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.310943,-99.049669",510400,MXN,505782.75,26891.18,,50,,10208,,,,http://tlahuac.properati.com.mx/oezb_venta_departamento_tlahuac_porvenir_140_fabian-meneses
sell,store,|Venustiano Carranza|Distrito Federal|México|,"19.41811,-99.092291",4920000,MXN,4876648.5,259278.97,,591,,8324.873096,,,,http://venustiano-carranza.properati.com.mx/nw8z_venta_local_venustiano-carranza_calzada-ignacio-zaragoza_380_edith-diaz
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",47000000,MXN,46585870.27,2476851.97,630,510,3931.511063,92156.86275,2,,,http://miguel-hidalgo-df.properati.com.mx/g2jd_venta_casa_miguel-hidalgo
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,,78000000,MXN,77312720.87,4110520.29,5236,591,785.0497116,131979.6954,2,,,http://cuajimalpa-de-morelos.properati.com.mx/l46y_venta_casa_cuajimalpa-de-morelos_eka-soluciones-inmobiliarias
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.411112,-99.193066",1180000,MXN,1169325.38,62170.05,,60,,19666.66667,,,,http://miguel-hidalgo-df.properati.com.mx/oh3j_venta_departamento_miguel-hidalgo_av-constituyentes_247_ricardo-bahena-leyte
sell,house,|Iztapalapa|Distrito Federal|México|,"19.361016,-99.069318",6500000,MXN,6441199.16,342462.14,,600,,10833.33333,,,,http://iztapalapa.properati.com.mx/ppe3_venta_casa_iztapalapa_sur-25_176_victor-hugo-martinez-berber
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.299864,-99.111133",2566600,MXN,2543381.66,135225.12,,65,,39486.15385,,,,http://granjas-coapa.properati.com.mx/kvjs_venta_departamento_granjas-coapa_calzada-del-hueso_554_cci-tu-hogar-inmobiliaria
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.397983,-99.146696",1635000,MXN,1620209.33,86142.4,,69,,23695.65217,,,,http://benito-juarez.properati.com.mx/o9ju_venta_departamento_benito-juarez_casas-grandes_93_adami-delgadillo
sell,house,|Iztapalapa|Distrito Federal|México|,"19.315006,-99.090491",2300000,MXN,2279193.52,121178.91,,168,,13690.47619,,,,http://iztapalapa.properati.com.mx/p5dk_venta_casa_iztapalapa_betina_9_itzel-villanueva
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3426228,-99.2219904",3613500,MXN,3615441.34,192223.8,101,,1903.205941,,,,,http://alvaro-obregon.properati.com.mx/pi2f_venta_departamento_alvaro-obregon_class
sell,house,|Coyoacán|Distrito Federal|México|,"19.3358899913,-99.1339369118",4500000,MXN,4459291.65,237089.17,308,,769.7700325,,,3,,http://educacion.properati.com.mx/oa70_venta_casa_educacion_portafolios-hipotecarios_7if
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.393952,-99.235183",950000,USD,17868075,950000,,575,,1652.173913,,,,http://lomas-altas.properati.com.mx/plft_venta_casa_lomas-altas_cerrada-de-constituyentes_1056_benjamin-monroy
sell,house,|Tlalpan|Distrito Federal|México|,"19.3017173,-99.1231336",1850000,MXN,1833264.3,97469.99,90,90,1082.999889,20555.55556,5,,,http://tlalpan.properati.com.mx/bf6j_venta_casa_tlalpan
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3631419,-99.2880597",6800000,MXN,6738485.18,358268.08,150,150,2388.453867,45333.33333,,,,http://cuajimalpa-de-morelos.properati.com.mx/mre0_venta_departamento_cuajimalpa-de-morelos_quality-360g
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.33923,-99.218987",2800000,MXN,2774670.35,147522.15,,83,,33734.93976,,,,http://olivar-de-los-padres.properati.com.mx/osve_venta_departamento_olivar-de-los-padres_inventario-inmobiliario-7
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.415092,-99.1563828",7143400,MXN,7272899.55,386681.53,179,,2160.232011,,,,,http://cuauhtemoc.properati.com.mx/m09w_venta_departamento_cuauhtemoc_gpm-global-properties-more-s-a-de-c-v
sell,house,|Coyoacán|Distrito Federal|México|,"19.335887,-99.133883",4485000,MXN,4444427.29,236298.87,,308,,14561.68831,,,,http://educacion.properati.com.mx/n1kk_venta_casa_educacion_b-manzana-x_23_omar-flores
sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.634672,-87.064299",228000,USD,4288338,228000,,78,,2923.076923,,,,http://zazil-ha.properati.com.mx/l7ty_venta_departamento_zazil-ha_38-esq-calle-flamingos_1_ernesto-torres
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474203,-99.171649",458000,MXN,453856.62,24130.4,,55,,8327.272727,,,,http://azcapotzalco.properati.com.mx/ovtn_venta_departamento_azcapotzalco_gamaliel-cruz-cruz
sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.346780158,-99.2962360382",11500000,MXN,11398670.23,606038.24,1747,328,346.9022553,35060.97561,3,,,http://cuajimalpa-de-morelos.properati.com.mx/bo38_venta_casa_cuajimalpa-de-morelos
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.410553,-99.133858",1126140,MXN,1115952.5,59332.35,,44,,25594.09091,,,,http://cuauhtemoc.properati.com.mx/p13r_venta_departamento_cuauhtemoc_inventario-inmobiliario-6
sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.370043,-99.075081",900000,MXN,891858.25,47417.83,,82,,10975.60976,,,,http://guadalupe-del-moral.properati.com.mx/lnqb_venta_departamento_guadalupe-del-moral_av-eje-6-sur_0_jorge-icazbalceta-m
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.371321,-99.140985",2516900,MXN,2494131.42,132606.61,,69,,36476.81159,,,,http://benito-juarez.properati.com.mx/i979_venta_departamento_benito-juarez_benito-juarez_1
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.692133,-87.043837",735000,MXN,728523.54,38733.74,,70,,10500,,,,http://solidaridad-quintana-roo.properati.com.mx/r0rn_venta_departamento_solidaridad_s-n_alexander
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.365533,-99.1923",1115000,MXN,1105175.42,58759.36,,89,,12528.08989,,,,http://merced-gomez.properati.com.mx/r44y_venta_casa_merced-gomez_av-centenario_0_gustavo-eduardo-aguilar-jimenez
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.378009,-99.193543",1680000,MXN,1664802.21,88513.29,,120,,14000,,,,http://alfonso-xiii.properati.com.mx/luoe_venta_casa_alfonso-xiii_alejandro-allori_jose-camacho
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.45178,-99.15709",790656,MXN,783503.42,41656.88,,50,,15813.12,,,,http://cuauhtemoc.properati.com.mx/q54v_venta_departamento_cuauhtemoc_jaime-torres-bodet_207_nestor-davalos
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.454947,-99.151846",946667,MXN,938103.09,49876.55,,65,,14564.10769,,,,http://cuauhtemoc.properati.com.mx/p1d1_venta_departamento_cuauhtemoc_insurgentes-norte_458_remates-bancarios_dzn
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.4022344,-99.1522961",3100000,MXN,3072685.02,163366.83,137,137,1192.458613,22627.73723,,,,http://benito-juarez.properati.com.mx/owbs_venta_departamento_benito-juarez_ortiz-silva-asociados
sell,house,|Coyoacán|Distrito Federal|México|,"23.634501,-102.552788",6790000,MXN,6728575.73,357741.22,,431,,15754.06032,,,,http://coyoacan.properati.com.mx/r9cm_venta_casa_coyoacan_amatenango_0_maru-martinez
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1400000,USD,26331900,1400000,,760,,1842.105263,,,,http://lomas-de-chapultepec-miguel-hidalgo.properati.com.mx/piqp_venta_departamento_lomas-de-chapultepec_sierra-chalchihui_promociones-duo
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.355921,-99.180214",5034900,MXN,4989352.8,265271.17,,76,,66248.68421,,,,http://florida.properati.com.mx/nzob_venta_departamento_florida_jorge-trejo_c56
sell,house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6295586,-87.0738851",489000,USD,9197356.5,489000,242,286,2020.661157,1709.79021,3,,,http://playa-del-carmen-centro.properati.com.mx/ezl4_venta_casa_playa-del-carmen-centro
sell,apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",379000,USD,7128421.5,379000,0,149,,2543.624161,,,,http://playa-del-carmen.properati.com.mx/bqfy_venta_departamento_playa-del-carmen
sell,house,|Álvaro Obregón|Distrito Federal|México|,,1850000,MXN,1833698.97,97493.1,185,230,526.9897297,8043.478261,2,,,http://alvaro-obregon.properati.com.mx/os0v_venta_casa_alvaro-obregon_century-21-movisa
